precinct,A. D. NESBIT,ABBY BROYLES,BROCK PIERCE | KARLA BALLARD,DONALD J. TRUMP | MICHAEL R. PENCE,JADE SIMMONS | CLAUDELIAH J. ROZE,JIM INHOFE,JO JORGENSEN | JEREMY SPIKE COHEN,JOAN FARR,JOSEPH R. BIDEN | KAMALA D. HARRIS,KANYE WEST | MICHELLE TIDBALL,ROBERT MURPHY,TODD HAGOPIAN,TODD HIETT
720854,9,300,0,1082,4,1021,17,19,278,5,34,189,1130
720855,13,243,3,1055,7,1001,22,31,235,2,34,172,1083
720856,15,352,5,1206,3,1139,27,26,330,6,40,221,1258
720857,8,232,1,639,4,599,22,10,213,5,31,157,656
720858,6,102,2,424,1,399,13,10,91,3,16,85,423
720880,6,192,1,970,5,911,8,18,178,2,30,133,977
720881,13,140,0,569,2,530,16,10,122,4,17,92,587
720900,5,205,3,1180,2,1112,24,14,171,3,40,167,1172
729999,455,44743,122,26759,210,26868,1153,711,45406,167,1088,25536,38653
730101,9,213,2,609,3,562,11,29,214,4,23,176,610
730102,7,219,2,780,1,728,12,20,199,4,24,161,798
730103,13,747,2,1557,3,1507,35,27,754,10,62,582,1649
730104,0,0,0,0,0,0,0,0,0,0,0,0,0
730105,0,1,0,9,0,9,0,0,1,0,0,1,9
730106,13,758,3,1527,9,1461,52,40,747,12,68,559,1650
730107,14,518,1,1399,4,1341,31,22,509,3,51,346,1460
730108,7,268,3,868,0,839,16,24,266,3,17,165,915
730109,13,264,1,1192,1,1161,11,26,272,2,15,179,1234
730201,8,345,1,1161,2,1090,13,18,321,5,34,254,1180
730202,9,293,2,1298,1,1231,24,26,266,4,38,195,1335
730203,20,406,5,1154,3,1064,20,25,368,9,38,303,1189
730204,11,259,1,704,2,653,9,14,242,0,19,183,726
730205,1,28,0,118,0,110,2,1,24,0,2,19,117
730206,1,8,0,43,0,40,0,1,7,0,0,3,44
730207,6,224,1,245,3,223,7,7,216,1,9,168,264
730208,18,541,5,1453,5,1329,35,44,479,8,46,366,1511
730209,2,116,1,316,0,309,3,1,116,1,8,76,340
730210,14,277,2,948,4,891,25,19,253,2,28,208,965
730301,7,471,4,1219,2,1184,21,22,463,2,32,325,1310
730302,10,451,1,1433,2,1389,19,17,440,2,30,273,1508
730303,8,230,1,669,3,644,24,9,222,1,26,169,703
730304,10,398,2,954,1,892,31,20,375,4,40,289,994
730305,0,34,0,102,1,94,3,1,31,0,6,24,104
730306,15,465,1,1558,3,1473,25,25,438,5,44,304,1610
730307,7,249,0,1113,2,1063,12,22,234,2,21,170,1136
730308,6,241,2,900,1,848,14,12,217,3,26,175,911
730309,8,345,0,1031,5,973,29,30,319,4,33,269,1065
730310,3,88,1,415,1,395,4,7,85,0,15,65,418
730311,0,67,0,255,0,252,1,2,69,0,3,40,264
730312,5,208,2,831,2,818,12,13,203,4,13,140,874
730313,1,119,0,304,0,290,2,6,114,1,5,85,302
740011,8,303,3,695,1,684,21,11,299,6,16,175,771
740012,4,90,1,226,0,219,6,7,89,3,7,73,242
740013,7,255,3,737,7,694,14,25,251,1,31,199,765
740015,14,336,1,932,3,893,34,27,328,4,31,237,1004
740022,6,689,4,1731,3,1737,56,16,704,7,62,399,1955
740027,2,146,3,365,0,357,6,3,142,2,10,100,388
740028,14,684,3,1794,5,1735,47,45,694,7,62,475,1924
740031,16,701,4,1165,6,1109,43,41,708,8,57,512,1263
740033,7,228,1,413,3,381,21,18,226,3,31,196,419
740046,5,171,0,395,2,369,12,14,162,5,14,151,399
740048,8,244,3,579,1,559,27,18,244,5,26,207,610
740051,12,332,3,964,4,929,16,17,321,6,27,194,1056
740054,8,466,4,1174,6,1130,41,37,458,10,45,319,1271
740062,9,262,4,1061,2,1010,16,21,251,7,38,215,1075
740071,3,126,0,812,4,777,9,12,117,2,17,101,819
740073,3,80,1,488,0,474,5,4,76,2,10,56,494
740074,2,67,0,400,0,394,9,4,70,0,9,48,414
740075,4,130,0,619,2,592,15,13,124,3,17,97,636
740076,3,91,1,423,1,404,9,12,91,1,16,72,427
740077,4,164,0,735,1,680,12,16,134,2,19,104,743
740078,3,160,1,605,4,565,10,15,144,3,22,119,614
740079,6,132,2,613,2,568,8,16,114,3,17,108,606
740711,0,41,0,150,1,157,8,1,43,0,5,14,177
750003,0,26,1,133,0,130,2,1,23,0,3,14,141
750004,10,168,2,728,1,691,9,12,156,0,20,113,744
750007,0,32,0,339,1,328,5,2,28,0,9,31,330
750009,0,19,0,234,0,228,2,3,16,0,3,20,223
750012,2,45,0,248,1,236,7,7,35,2,4,29,255
750014,1,74,0,540,1,514,5,5,60,0,8,44,545
750016,2,74,2,468,1,440,10,10,64,5,21,63,470
750017,2,28,0,209,1,200,5,2,24,0,5,33,200
750018,1,41,0,245,0,239,3,7,39,4,3,28,249
750019,2,60,0,393,1,368,4,6,42,3,7,36,393
750020,1,39,1,207,1,196,1,1,33,0,6,20,215
750030,3,96,3,342,3,317,6,5,78,0,9,56,352
760001,5,207,1,800,4,759,30,18,186,3,35,149,842
760002,5,84,0,526,0,515,9,8,82,2,8,53,545
760003,2,102,0,307,1,293,6,3,93,0,7,48,331
760004,1,28,1,150,1,145,2,3,27,1,3,18,158
760005,6,221,4,985,3,922,17,15,182,3,27,139,1014
760008,1,25,0,225,1,217,2,3,21,3,4,16,234
770101,5,115,2,582,2,561,9,21,123,1,17,115,582
770102,2,81,0,350,0,340,12,4,76,1,10,68,352
770104,0,0,0,4,0,4,0,0,0,0,0,0,4
770105,4,91,0,828,1,784,17,14,67,0,18,56,828
770106,0,6,0,104,0,104,1,0,5,0,0,5,103
770201,9,168,2,774,2,734,15,5,150,3,25,134,778
770202,9,252,1,1081,4,1034,34,22,237,4,38,172,1144
770203,0,48,1,482,2,466,4,8,41,0,7,32,478
770204,1,21,1,218,0,208,6,5,21,0,11,20,219
770301,4,42,1,214,0,205,2,1,38,2,5,29,217
770302,2,39,0,291,1,276,4,4,31,2,8,28,290
770303,0,0,0,2,0,2,0,0,0,0,0,0,2
770304,2,32,0,208,1,192,5,5,25,0,8,25,209
770306,10,190,4,1346,2,1291,16,15,173,3,36,138,1366
770307,3,20,0,127,1,118,0,2,18,0,2,19,124
